ROS1	c-ros oncogene 1 , receptor tyrosine kinase	chr6:117609463-117747018	Proteincoding	166/1134	BLCA-CN:2/103|BLCA-US:2/130|BRCA-EU:7/560|BRCA-FR:2/64|BRCA-UK:1/117|BRCA-US:5/955|BTCA-JP:1/239|CESC-US:3/194|COAD-US:12/216|COCA-CN:3/187|ESAD-UK:2/203|ESCA-CN:1/228|GBM-US:3/268|KIRC-US:2/404|LGG-US:2/283|LICA-FR:2/240|LIHC-US:1/188|LIRI-JP:3/258|LUSC-KR:3/66|LUSC-US:12/178|MALY-DE:1/100|MELA-AU:22/183|ORCA-IN:2/131|OV-US:2/88|PACA-AU:1/391|PACA-CA:2/259|PBCA-DE:1/380|PRAD-UK:1/108|PRAD-US:2/256|READ-US:1/80|SKCA-BR:1/70|SKCM-US:29/335|STAD-US:15/289|THCA-SA:1/129|UCEC-US:16/246	169
COL2A1	collagen, type II, alpha 1	chr12:48366748-48398269	Proteincoding	158/554	BLCA-CN:2/103|BLCA-US:3/130|BOCA-UK:12/66|BRCA-EU:2/560|BRCA-US:4/955|BTCA-JP:2/239|CESC-US:6/194|COAD-US:7/216|COCA-CN:4/187|ESAD-UK:2/203|ESCA-CN:6/228|GBM-US:2/268|KIRC-US:4/404|LICA-CN:1/163|LICA-FR:4/240|LIHC-US:2/188|LINC-JP:3/244|LIRI-JP:4/258|LUSC-US:10/178|MALY-DE:1/100|MELA-AU:18/183|ORCA-IN:2/131|OV-AU:1/93|OV-US:1/88|PACA-AU:3/391|PACA-CA:4/259|SKCA-BR:2/70|SKCM-US:28/335|STAD-US:7/289|THCA-US:1/400|UCEC-US:10/246	157
PBRM1	polybromo 1	chr3:52579368-52719933	Proteincoding	156/866	BLCA-US:4/130|BRCA-EU:1/560|BRCA-US:2/955|BTCA-JP:10/239|CESC-US:2/194|COAD-US:4/216|COCA-CN:1/187|ESAD-UK:5/203|ESCA-CN:2/228|GBM-US:2/268|KIRC-US:53/404|KIRP-US:3/159|LGG-US:3/283|LICA-CN:1/163|LICA-FR:3/240|LIHC-US:2/188|LINC-JP:3/244|LIRI-JP:4/258|LUSC-KR:1/66|LUSC-US:1/178|MELA-AU:4/183|PACA-AU:4/391|PACA-CA:3/259|READ-US:1/80|RECA-CN:1/10|RECA-EU:6/95|SKCA-BR:1/70|SKCM-US:10/335|STAD-US:14/289|UCEC-US:5/246	141
ATM	ataxia telangiectasia mutated	chr11:108093211-108239829	Proteincoding	152/958	BLCA-CN:4/103|BRCA-EU:2/560|BRCA-UK:1/117|BRCA-US:11/955|BTCA-JP:8/239|CESC-US:3/194|CLLE-ES:8/218|COAD-US:12/216|COCA-CN:4/187|ESAD-UK:2/203|GBM-US:1/268|KIRC-US:4/404|KIRP-US:1/159|LICA-CN:1/163|LICA-FR:6/240|LIHC-US:3/188|LIRI-JP:5/258|MALY-DE:1/100|MELA-AU:5/183|ORCA-IN:1/131|OV-US:1/88|PACA-AU:6/391|PACA-CA:4/259|PAEN-IT:2/37|PBCA-DE:1/380|PRAD-CA:1/124|PRAD-UK:2/108|PRAD-US:5/256|READ-US:3/80|RECA-EU:2/95|SKCA-BR:1/70|SKCM-US:5/335|STAD-US:17/289|THCA-US:3/400|UCEC-US:16/246	146
COL1A1	collagen, type I, alpha 1	chr17:48260650-48278993	Proteincoding	146/404	BLCA-US:2/130|BRCA-EU:4/560|BRCA-US:6/955|BTCA-JP:4/239|CESC-US:1/194|COAD-US:7/216|COCA-CN:2/187|GBM-US:1/268|KIRC-US:1/404|KIRP-US:2/159|LICA-CN:2/163|LICA-FR:4/240|LIHC-US:1/188|LINC-JP:2/244|LUSC-KR:1/66|LUSC-US:9/178|MALY-DE:1/100|MELA-AU:25/183|NBL-US:2/108|OV-AU:2/93|PACA-AU:3/391|PACA-CA:3/259|PBCA-DE:1/380|PRAD-US:1/256|SKCA-BR:1/70|SKCM-US:37/335|STAD-US:9/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:10/246	148
TSC2	tuberous sclerosis 2	chr16:2097466-2138716	Proteincoding	144/564	BLCA-CN:2/103|BLCA-US:2/130|BRCA-EU:6/560|BRCA-FR:2/64|BRCA-KR:1/33|BRCA-UK:1/117|BRCA-US:4/955|BTCA-JP:2/239|CESC-US:5/194|COAD-US:2/216|COCA-CN:9/187|ESAD-UK:1/203|GBM-US:3/268|KIRC-US:2/404|KIRP-US:3/159|LGG-US:2/283|LICA-CN:2/163|LICA-FR:11/240|LIHC-US:8/188|LINC-JP:12/244|LIRI-JP:5/258|LUSC-US:3/178|MELA-AU:9/183|ORCA-IN:6/131|OV-US:1/88|PACA-AU:2/391|PACA-CA:3/259|PAEN-IT:1/37|PBCA-DE:2/380|PRAD-US:1/256|READ-US:1/80|SKCM-US:10/335|STAD-US:11/289|UCEC-US:9/246	137
FAT1	FAT atypical cadherin 1	chr4:187508937-187647876	Proteincoding	140/1126	BLCA-CN:2/103|BLCA-US:11/130|BRCA-EU:1/560|BRCA-US:4/955|BTCA-JP:3/239|CESC-US:7/194|CLLE-ES:1/218|COAD-US:7/216|ESCA-CN:12/228|GBM-US:1/268|KIRC-US:1/404|KIRP-US:4/159|LAML-KR:3/117|LGG-US:2/283|LICA-CN:2/163|LIRI-JP:1/258|LUSC-US:10/178|MELA-AU:2/183|ORCA-IN:33/131|PACA-AU:1/391|READ-US:3/80|SKCM-US:2/335|STAD-US:8/289|UCEC-US:19/246	143
MYH11	myosin, heavy chain 11, smooth muscle	chr16:15797029-15950890	Proteincoding	138/1067	BLCA-CN:1/103|BLCA-US:1/130|BRCA-EU:3/560|BRCA-FR:1/64|BRCA-US:10/955|BTCA-JP:2/239|CESC-US:2/194|COAD-US:10/216|COCA-CN:3/187|ESAD-UK:3/203|ESCA-CN:2/228|GBM-US:3/268|KIRC-US:3/404|LGG-US:2/283|LICA-CN:2/163|LICA-FR:3/240|LIHC-US:4/188|LIRI-JP:4/258|LUSC-KR:1/66|LUSC-US:5/178|MELA-AU:15/183|ORCA-IN:2/131|OV-AU:1/93|PACA-AU:2/391|PACA-CA:4/259|PBCA-DE:1/380|READ-US:2/80|RECA-EU:1/95|SKCA-BR:1/70|SKCM-US:18/335|STAD-US:12/289|UCEC-US:14/246	142
RNF43	ring finger protein 43	chr17:56429861-56494956	Proteincoding	137/571	BRCA-US:2/955|BTCA-JP:5/239|COAD-US:29/216|COCA-CN:3/187|ESAD-UK:7/203|LGG-US:1/283|LIHC-US:1/188|LIRI-JP:1/258|LUSC-US:1/178|OV-AU:1/93|PACA-AU:18/391|PACA-CA:5/259|PRAD-CA:1/124|PRAD-US:3/256|READ-US:2/80|SKCA-BR:1/70|SKCM-US:2/335|STAD-US:49/289|UCEC-US:5/246	64
CASP8	caspase 8, apoptosis-related cysteine peptidase	chr2:202098166-202152434	Proteincoding	131/524	BLCA-CN:3/103|BLCA-US:3/130|BRCA-EU:2/560|BRCA-UK:3/117|BRCA-US:7/955|BTCA-JP:2/239|CESC-US:8/194|COAD-US:7/216|COCA-CN:3/187|ESAD-UK:2/203|ESCA-CN:3/228|LICA-FR:1/240|LIHC-US:1/188|LINC-JP:1/244|LUSC-KR:1/66|LUSC-US:2/178|MALY-DE:1/100|MELA-AU:1/183|ORCA-IN:40/131|OV-AU:1/93|PACA-AU:1/391|PACA-CA:1/259|PBCA-DE:1/380|READ-US:2/80|SKCM-US:6/335|STAD-US:16/289|UCEC-US:12/246	86
CDH1	cadherin 1, type 1, E-cadherin (epithelial)	chr16:68771128-68869451	Proteincoding	129/758	BLCA-CN:1/103|BRCA-EU:23/560|BRCA-FR:1/64|BRCA-UK:7/117|BRCA-US:82/955|CESC-US:1/194|COAD-US:3/216|COCA-CN:1/187|ESAD-UK:1/203|LIHM-FR:1/4|PRAD-UK:1/108|PRAD-US:1/256|READ-US:1/80|STAD-US:4/289|UCEC-US:1/246	106
ZFHX3	zinc finger homeobox 3	chr16:72816784-73093597	Proteincoding	126/1398	BLCA-US:1/130|BOCA-UK:1/66|BRCA-EU:5/560|BRCA-FR:1/64|BRCA-UK:1/117|BRCA-US:10/955|BTCA-JP:1/239|CESC-US:5/194|COAD-US:7/216|COCA-CN:4/187|GBM-US:1/268|KIRC-US:2/404|KIRP-US:1/159|LGG-US:1/283|LICA-FR:5/240|LIHC-US:1/188|LIRI-JP:1/258|LUSC-US:4/178|MELA-AU:2/183|OV-AU:1/93|OV-US:1/88|PACA-AU:3/391|PACA-CA:1/259|PBCA-DE:1/380|PRAD-UK:2/108|PRAD-US:6/256|READ-US:1/80|SKCA-BR:1/70|SKCM-US:6/335|STAD-US:20/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:27/246	117
TBX3	T-box 3	chr12:115108059-115121969	Proteincoding	121/343	BLCA-CN:1/103|BLCA-US:4/130|BRCA-EU:15/560|BRCA-UK:1/117|BRCA-US:24/955|BTCA-JP:2/239|CESC-US:2/194|COAD-US:8/216|COCA-CN:2/187|ESAD-UK:4/203|ESCA-CN:1/228|KIRP-US:2/159|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:2/188|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:6/178|MALY-DE:3/100|MELA-AU:7/183|OV-AU:1/93|PACA-AU:3/391|PACA-CA:6/259|PBCA-DE:1/380|PRAD-US:4/256|READ-US:1/80|SKCA-BR:1/70|SKCM-US:5/335|STAD-US:6/289|UCEC-US:4/246	116
MAP3K1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	chr5:56111401-56191979	Proteincoding	121/651	BRCA-EU:30/560|BRCA-UK:5/117|BRCA-US:58/955|COAD-US:2/216|GBM-US:2/268|KIRC-US:2/404|LIAD-FR:1/30|LICA-CN:1/163|LINC-JP:1/244|LIRI-JP:1/258|LUSC-KR:1/66|MELA-AU:1/183|PACA-CA:1/259|SKCM-US:1/335|STAD-US:3/289|THCA-US:1/400|UCEC-US:10/246	141
FAT4	FAT atypical cadherin 4	chr4:126237554-126414087	Proteincoding	121/1665	BLCA-US:6/130|BRCA-EU:1/560|BRCA-US:7/955|BTCA-JP:1/239|CESC-US:2/194|COAD-US:8/216|COCA-CN:5/187|ESAD-UK:4/203|ESCA-CN:1/228|GBM-US:1/268|KIRC-US:1/404|KIRP-US:1/159|LICA-CN:1/163|LICA-FR:1/240|LINC-JP:1/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:2/178|MALY-DE:5/100|MELA-AU:12/183|OV-US:1/88|PACA-AU:1/391|PBCA-DE:1/380|PRAD-US:2/256|READ-US:3/80|RECA-EU:1/95|SKCM-US:21/335|STAD-US:13/289|UCEC-US:15/246	128
BRCA1	breast cancer 1, early onset	chr17:41196312-41277500	Proteincoding	120/594	BLCA-CN:2/103|BLCA-US:3/130|BRCA-EU:7/560|BRCA-US:8/955|BTCA-JP:3/239|CESC-US:5/194|COAD-US:6/216|COCA-CN:4/187|ESCA-CN:1/228|GBM-US:1/268|KIRC-US:5/404|LICA-CN:1/163|LIHC-US:3/188|LINC-JP:3/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:8/178|MELA-AU:7/183|ORCA-IN:1/131|OV-AU:8/93|OV-US:2/88|PACA-AU:3/391|PACA-CA:2/259|PRAD-UK:1/108|READ-US:1/80|SKCM-US:11/335|STAD-US:9/289|THCA-SA:1/129|THCA-US:1/400|UCEC-US:10/246	118
PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	chr5:67511548-67597649	Proteincoding	120/740	AML-US:1/161|BRCA-EU:4/560|BRCA-FR:1/64|BRCA-US:9/955|BTCA-JP:5/239|CESC-US:1/194|CLLE-ES:1/218|COAD-US:5/216|COCA-CN:2/187|ESAD-UK:1/203|ESCA-CN:1/228|GBM-US:15/268|KIRC-US:2/404|KIRP-US:1/159|LGG-US:3/283|LINC-JP:2/244|LIRI-JP:1/258|LUSC-US:1/178|MALY-DE:1/100|MELA-AU:3/183|PACA-AU:1/391|PRAD-CA:1/124|PRAD-US:1/256|READ-US:2/80|SKCM-US:2/335|STAD-US:8/289|THCA-US:1/400|UCEC-US:44/246	117
BRCA2	breast cancer 2, early onset	chr13:32889611-32973805	Proteincoding	118/726	BLCA-CN:1/103|BLCA-US:4/130|BRCA-EU:9/560|BRCA-FR:1/64|BRCA-UK:1/117|BRCA-US:4/955|BTCA-JP:9/239|CESC-US:2/194|CLLE-ES:1/218|COAD-US:7/216|COCA-CN:2/187|ESAD-UK:2/203|ESCA-CN:1/228|KIRC-US:1/404|LICA-CN:1/163|LICA-FR:1/240|LIHC-US:3/188|LINC-JP:2/244|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:4/178|MELA-AU:4/183|ORCA-IN:2/131|OV-AU:4/93|OV-US:3/88|PACA-AU:4/391|PACA-CA:4/259|PBCA-DE:1/380|PRAD-US:3/256|READ-US:3/80|RECA-EU:1/95|SKCM-US:2/335|STAD-US:15/289|THCA-SA:1/129|UCEC-US:13/246	119
ATP2B3	ATPase, Ca++ transporting, plasma membrane 3	chrX:152783134-152848397	Proteincoding	116/577	BLCA-CN:1/103|BLCA-US:1/130|BRCA-EU:6/560|BRCA-FR:1/64|BRCA-UK:1/117|BRCA-US:9/955|BTCA-JP:1/239|CESC-US:3/194|COAD-US:12/216|COCA-CN:4/187|ESCA-CN:1/228|GBM-US:3/268|KIRC-US:1/404|LGG-US:3/283|LIAD-FR:1/30|LICA-CN:1/163|LICA-FR:2/240|LINC-JP:2/244|LUSC-KR:1/66|LUSC-US:3/178|MELA-AU:6/183|ORCA-IN:4/131|OV-US:1/88|PACA-AU:2/391|PBCA-DE:2/380|PRAD-US:1/256|READ-US:3/80|SKCA-BR:1/70|SKCM-US:6/335|STAD-US:17/289|THCA-SA:5/129|UCEC-US:11/246	106
AR	androgen receptor	chrX:66764465-66950461	Proteincoding	113/1082	BRCA-EU:2/560|BRCA-KR:1/33|BRCA-UK:1/117|BRCA-US:5/955|BTCA-JP:2/239|CESC-US:8/194|COAD-US:14/216|COCA-CN:3/187|ESCA-CN:3/228|GACA-CN:2/9|KIRC-US:1/404|LGG-US:1/283|LICA-FR:2/240|LIHC-US:2/188|LINC-JP:4/244|LUSC-KR:1/66|LUSC-US:6/178|MALY-DE:1/100|MELA-AU:3/183|ORCA-IN:4/131|OV-AU:2/93|OV-US:1/88|PACA-CA:3/259|PRAD-UK:3/108|READ-US:2/80|SKCA-BR:4/70|SKCM-US:6/335|STAD-US:14/289|UCEC-US:12/246	100
HNF1A	HNF1 homeobox A	chr12:121416346-121440315	Proteincoding	113/388	BLCA-CN:1/103|BLCA-US:1/130|BRCA-EU:2/560|BRCA-US:7/955|BTCA-JP:5/239|COAD-US:11/216|ESAD-UK:3/203|ESCA-CN:1/228|GBM-US:2/268|KIRP-US:2/159|LIAD-FR:5/30|LICA-CN:1/163|LICA-FR:9/240|LIHC-US:5/188|LINC-JP:7/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:3/178|MALY-DE:2/100|MELA-AU:6/183|ORCA-IN:2/131|PACA-AU:2/391|PACA-CA:1/259|PAEN-AU:1/52|PRAD-US:1/256|RECA-EU:1/95|SKCM-US:15/335|STAD-US:6/289|THCA-SA:1/129|UCEC-US:7/246	107
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	chr2:25455845-25565459	Proteincoding	111/690	BLCA-CN:1/103|BLCA-US:1/130|BRCA-EU:4/560|BRCA-US:6/955|BTCA-JP:1/239|CESC-US:2/194|CMDI-UK:3/129|COAD-US:6/216|COCA-CN:2/187|ESCA-CN:3/228|KIRC-US:2/404|KIRP-US:3/159|LAML-KR:14/117|LGG-US:4/283|LICA-CN:1/163|LICA-FR:4/240|LIHC-US:1/188|LINC-JP:3/244|LIRI-JP:5/258|LUSC-KR:2/66|LUSC-US:6/178|MELA-AU:3/183|ORCA-IN:1/131|OV-US:2/88|PBCA-DE:1/380|PRAD-CA:1/124|PRAD-US:2/256|SKCA-BR:1/70|SKCM-US:7/335|STAD-US:8/289|THCA-SA:3/129|THCA-US:3/400|UCEC-US:5/246	95
MSH6	mutS homolog 6	chr2:47922669-48037240	Proteincoding	110/870	ALL-US:1/27|BLCA-US:2/130|BRCA-EU:3/560|BRCA-US:9/955|BTCA-JP:6/239|CESC-US:1/194|COAD-US:9/216|COCA-CN:5/187|ESAD-UK:1/203|GBM-US:2/268|KIRC-US:2/404|KIRP-US:2/159|LAML-CN:1/63|LICA-CN:1/163|LICA-FR:4/240|LIHC-US:1/188|LINC-JP:5/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:3/178|MALY-DE:2/100|MELA-AU:1/183|OV-US:1/88|PACA-CA:1/259|PAEN-IT:1/37|PBCA-DE:2/380|PRAD-US:1/256|READ-US:3/80|RECA-EU:1/95|SKCA-BR:1/70|SKCM-US:2/335|STAD-US:17/289|UCEC-US:16/246	113
ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	chr2:212240446-213403565	Proteincoding	106/2652	BLCA-US:2/130|BOCA-UK:1/66|BRCA-EU:2/560|BRCA-FR:1/64|BRCA-UK:1/117|BRCA-US:3/955|BTCA-JP:1/239|CESC-US:2/194|CLLE-ES:1/218|COAD-US:5/216|COCA-CN:2/187|ESAD-UK:2/203|ESCA-CN:1/228|KIRP-US:1/159|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:1/188|LINC-JP:4/244|LIRI-JP:4/258|LUSC-KR:3/66|LUSC-US:5/178|MALY-DE:2/100|MELA-AU:9/183|PACA-AU:1/391|PACA-CA:3/259|PRAD-US:1/256|READ-US:1/80|RECA-EU:1/95|SKCM-US:22/335|STAD-US:16/289|UCEC-US:5/246	95
FGFR2	fibroblast growth factor receptor 2	chr10:123237848-123357972	Proteincoding	103/831	ALL-US:1/27|BLCA-CN:1/103|BLCA-US:3/130|BRCA-EU:3/560|BRCA-US:9/955|BTCA-JP:2/239|CESC-US:2/194|CLLE-ES:1/218|COAD-US:6/216|COCA-CN:5/187|KIRC-US:1/404|LAML-KR:1/117|LGG-US:1/283|LICA-CN:1/163|LICA-FR:1/240|LINC-JP:4/244|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:2/178|MALY-DE:1/100|MELA-AU:6/183|OV-AU:1/93|PRAD-US:1/256|READ-US:1/80|SKCM-US:19/335|STAD-US:7/289|THCA-US:1/400|UCEC-US:20/246	87
CBLB	Cbl proto-oncogene B, E3 ubiquitin protein ligase	chr3:105374305-105588396	Proteincoding	103/1057	BLCA-CN:1/103|BLCA-US:3/130|BRCA-EU:3/560|BRCA-US:11/955|BTCA-JP:3/239|CESC-US:5/194|COAD-US:1/216|COCA-CN:3/187|ESAD-UK:3/203|GBM-US:1/268|KIRC-US:2/404|LGG-US:1/283|LICA-CN:1/163|LICA-FR:1/240|LIHC-US:1/188|LINC-JP:3/244|LIRI-JP:7/258|LUSC-US:5/178|MALY-DE:3/100|MELA-AU:9/183|ORCA-IN:1/131|OV-AU:1/93|PACA-AU:2/391|PACA-CA:1/259|SKCA-BR:1/70|SKCM-US:17/335|STAD-US:3/289|UCEC-US:10/246	102
SPEN	spen family transcriptional repressor	chr1:16174359-16266955	Proteincoding	100/822	BLCA-US:2/130|BRCA-EU:11/560|BRCA-UK:1/117|BRCA-US:23/955|CESC-US:4/194|CLLE-ES:3/218|COAD-US:5/216|COCA-CN:1/187|GBM-US:2/268|KIRC-US:3/404|LGG-US:1/283|LICA-FR:1/240|LUSC-US:1/178|MALY-DE:1/100|MELA-AU:2/183|ORCA-IN:1/131|PACA-AU:1/391|PACA-CA:1/259|PBCA-DE:1/380|PRAD-UK:2/108|PRAD-US:3/256|READ-US:1/80|SKCM-US:8/335|STAD-US:13/289|UCEC-US:8/246	90
TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	chr3:30647994-30735634	Proteincoding	99/626	BLCA-US:3/130|BRCA-EU:2/560|BRCA-FR:1/64|BRCA-US:2/955|BTCA-JP:2/239|CESC-US:5/194|COAD-US:7/216|COCA-CN:5/187|ESAD-UK:6/203|ESCA-CN:4/228|GBM-US:2/268|KIRP-US:1/159|LGG-US:1/283|LICA-FR:1/240|LUSC-US:3/178|MELA-AU:6/183|OV-US:1/88|PACA-AU:17/391|PACA-CA:7/259|PAEN-AU:1/52|RECA-EU:1/95|SKCM-US:5/335|STAD-US:11/289|THCA-US:1/400|UCEC-US:4/246	84
KDM6A	lysine (K)-specific demethylase 6A	chrX:44732757-44971847	Proteincoding	99/877	BLCA-CN:17/103|BOCA-UK:1/66|BRCA-EU:4/560|BRCA-US:7/955|BTCA-JP:3/239|CESC-US:1/194|COAD-US:2/216|COCA-CN:2/187|ESCA-CN:4/228|GBM-US:1/268|KIRC-US:1/404|KIRP-US:5/159|LICA-FR:3/240|LINC-JP:2/244|LIRI-JP:1/258|LUSC-KR:1/66|LUSC-US:2/178|MALY-DE:2/100|ORCA-IN:1/131|OV-AU:1/93|PACA-AU:8/391|PACA-CA:6/259|PBCA-DE:8/380|PRAD-UK:3/108|PRAD-US:3/256|STAD-US:5/289|UCEC-US:5/246	91
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	chr8:38127215-38239790	Proteincoding	98/665	BLCA-US:1/130|BRCA-EU:4/560|BRCA-UK:1/117|BRCA-US:5/955|BTCA-JP:3/239|CESC-US:3/194|COAD-US:5/216|COCA-CN:1/187|ESAD-UK:3/203|ESCA-CN:2/228|KIRC-US:5/404|LICA-FR:1/240|LIHC-US:1/188|LINC-JP:4/244|LIRI-JP:2/258|LUSC-US:12/178|MALY-DE:1/100|MELA-AU:5/183|OV-AU:1/93|PACA-AU:1/391|PRAD-US:3/256|READ-US:2/80|SKCM-US:5/335|STAD-US:14/289|THCA-US:2/400|UCEC-US:11/246	97
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	chr10:114710009-114927437	Proteincoding	93/1041	BLCA-CN:1/103|BRCA-EU:1/560|BRCA-US:6/955|BTCA-JP:1/239|CESC-US:1/194|CLLE-ES:1/218|COAD-US:13/216|COCA-CN:12/187|GBM-US:2/268|KIRC-US:1/404|KIRP-US:2/159|LGG-US:1/283|LICA-FR:6/240|LIHC-US:2/188|LINC-JP:6/244|LIRI-JP:2/258|LUSC-KR:1/66|LUSC-US:1/178|MELA-AU:3/183|ORCA-IN:1/131|OV-US:1/88|PAEN-AU:1/52|PRAD-US:2/256|SKCM-US:6/335|STAD-US:11/289|UCEC-US:8/246	90
KDM5A	lysine (K)-specific demethylase 5A	chr12:389295-498620	Proteincoding	91/636	BLCA-CN:3/103|BLCA-US:2/130|BRCA-UK:2/117|BRCA-US:5/955|BTCA-JP:2/239|CESC-US:7/194|COAD-US:7/216|COCA-CN:5/187|ESAD-UK:3/203|GBM-US:3/268|KIRC-US:2/404|KIRP-US:3/159|LGG-US:1/283|LIRI-JP:1/258|LUSC-KR:2/66|LUSC-US:3/178|MALY-DE:1/100|MELA-AU:2/183|ORCA-IN:1/131|OV-AU:2/93|PACA-AU:1/391|PACA-CA:1/259|PRAD-US:1/256|READ-US:1/80|RECA-EU:1/95|SKCM-US:7/335|STAD-US:12/289|THCA-US:1/400|UCEC-US:9/246	88
MYO5A	myosin VA (heavy chain 12, myoxin)	chr15:52599480-52821247	Proteincoding	90/1019	BLCA-CN:1/103|BLCA-US:1/130|BRCA-US:4/955|BTCA-JP:2/239|CESC-US:3/194|COAD-US:5/216|COCA-CN:1/187|ESAD-UK:1/203|ESCA-CN:1/228|GBM-US:1/268|KIRC-US:2/404|KIRP-US:1/159|LGG-US:2/283|LICA-CN:2/163|LICA-FR:3/240|LIHC-US:1/188|LINC-JP:2/244|LUSC-US:1/178|MELA-AU:6/183|ORCA-IN:2/131|OV-AU:3/93|OV-US:1/88|PACA-AU:2/391|PACA-CA:5/259|PRAD-US:1/256|READ-US:2/80|SKCA-BR:1/70|SKCM-US:5/335|STAD-US:13/289|THCA-US:1/400|UCEC-US:14/246	98
AXIN1	axin 1	chr16:337440-402673	Proteincoding	90/597	AML-US:1/161|BLCA-US:1/130|BRCA-EU:1/560|BRCA-US:1/955|BTCA-JP:1/239|COAD-US:4/216|COCA-CN:1/187|ESAD-UK:1/203|GBM-US:1/268|LICA-CN:8/163|LICA-FR:20/240|LIHC-US:6/188|LINC-JP:16/244|LIRI-JP:10/258|MELA-AU:4/183|ORCA-IN:1/131|PBCA-DE:1/380|SKCA-BR:1/70|SKCM-US:4/335|STAD-US:4/289|THCA-US:1/400|UCEC-US:2/246	82
TSC1	tuberous sclerosis 1	chr9:135766735-135820020	Proteincoding	89/454	BLCA-CN:2/103|BRCA-EU:5/560|BRCA-FR:1/64|BRCA-UK:1/117|BRCA-US:4/955|BTCA-JP:2/239|CESC-US:2/194|COAD-US:5/216|COCA-CN:5/187|ESAD-UK:2/203|ESCA-CN:1/228|KIRC-US:2/404|KIRP-US:2/159|LGG-US:1/283|LICA-FR:5/240|LIHC-US:6/188|LINC-JP:2/244|LIRI-JP:7/258|LUSC-KR:1/66|LUSC-US:5/178|MELA-AU:3/183|ORCA-IN:2/131|OV-AU:1/93|PACA-CA:1/259|PAEN-IT:1/37|READ-US:1/80|SKCA-BR:1/70|SKCM-US:6/335|STAD-US:4/289|UCEC-US:8/246	91
PTPN11	protein tyrosine phosphatase, non-receptor type 11	chr12:112856155-112947717	Proteincoding	89/576	ALL-US:1/27|AML-US:10/161|BRCA-EU:1/560|BRCA-US:1/955|CLLE-ES:4/218|COAD-US:3/216|COCA-CN:3/187|ESAD-UK:1/203|ESCA-CN:2/228|GBM-US:5/268|KIRC-US:1/404|LAML-KR:9/117|LGG-US:5/283|LICA-CN:1/163|LICA-FR:2/240|LIHC-US:1/188|LIRI-JP:1/258|LUSC-US:3/178|MALY-DE:2/100|MELA-AU:4/183|NBL-US:6/108|PACA-CA:1/259|PBCA-DE:2/380|READ-US:2/80|SKCM-US:8/335|STAD-US:5/289|UCEC-US:5/246	61
KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	chr4:55944644-55991756	Proteincoding	88/744	BLCA-CN:1/103|BLCA-US:3/130|BOCA-UK:1/66|BRCA-US:3/955|BTCA-JP:1/239|CESC-US:1/194|COAD-US:6/216|COCA-CN:3/187|ESCA-CN:2/228|GBM-US:6/268|KIRC-US:3/404|KIRP-US:1/159|LGG-US:1/283|LICA-CN:2/163|LIHC-US:1/188|LUSC-US:6/178|MELA-AU:8/183|ORCA-IN:1/131|PRAD-US:1/256|READ-US:2/80|SKCM-US:21/335|STAD-US:5/289|THCA-SA:1/129|UCEC-US:8/246	82
NTRK3	neurotrophic tyrosine kinase, receptor, type 3	chr15:88418230-88799999	Proteincoding	88/1888	BLCA-US:2/130|BRCA-EU:1/560|BRCA-US:2/955|BTCA-JP:1/239|CESC-US:1/194|COAD-US:3/216|COCA-CN:1/187|ESAD-UK:7/203|KIRC-US:2/404|KIRP-US:1/159|LICA-CN:3/163|LICA-FR:3/240|LIHC-US:2/188|LINC-JP:3/244|LIRI-JP:3/258|LUSC-KR:1/66|LUSC-US:2/178|MELA-AU:9/183|ORCA-IN:1/131|PACA-AU:2/391|PACA-CA:2/259|PRAD-US:1/256|READ-US:1/80|RECA-EU:1/95|SKCA-BR:1/70|SKCM-US:19/335|STAD-US:8/289|UCEC-US:5/246	85
